id,domain,sentence,label,entities
1320,Linguistics,thermodynamics in Linguistics helps explain how grammar occurs.,concept,"[('Linguistics', 'GPE')]"
1321,Computer Science,climate modeling and environment are closely related ideas in Computer Science.,fact,"[('Computer Science', 'ORG')]"
1322,Linguistics,The concept of molecular biology is fundamental to cells in Linguistics.,definition,"[('Linguistics', 'GPE')]"
1323,Environmental Science,economic growth forms the basis for understanding society within Environmental Science.,relation,"[('Environmental Science', 'ORG')]"
1324,Environmental Science,economic growth in Environmental Science helps explain how data patterns occurs.,concept,"[('Environmental Science', 'ORG')]"
1325,Chemistry,chemical bonding and decision making are closely related ideas in Chemistry.,fact,"[('Chemistry', 'ORG')]"
1326,Psychology,"In Psychology, molecular biology plays a key role in understanding computation.",concept,[]
1327,Economics,"In the field of Economics, molecular biology influences the study of motion.",relation,[]
1328,Computer Science,climate modeling and entropy are closely related ideas in Computer Science.,definition,"[('Computer Science', 'ORG')]"
1329,Psychology,Psychology researchers study language acquisition to explore entropy.,fact,[]
1330,Economics,"data mining provides insights into communication, a major theme in Economics.",fact,"[('Economics', 'GPE')]"
1331,Economics,statistical inference and cells are closely related ideas in Economics.,relation,"[('Economics', 'GPE')]"
1332,Linguistics,"statistical inference provides insights into reactions, a major theme in Linguistics.",relation,"[('Linguistics', 'GPE')]"
1333,Computer Science,"In Computer Science, thermodynamics plays a key role in understanding trade.",definition,[]
1334,Physics,"In the field of Physics, genetic mutation influences the study of society.",definition,"[('Physics', 'ORG')]"
1335,Chemistry,evolution is often modeled using data mining in Chemistry.,concept,"[('Chemistry', 'ORG')]"
1336,Chemistry,pollution is often modeled using language acquisition in Chemistry.,fact,"[('Chemistry', 'ORG')]"
1337,Sociology,"statistical inference provides insights into markets, a major theme in Sociology.",definition,[]
1338,Biology,cognitive behavior in Biology helps explain how evolution occurs.,concept,"[('Biology', 'PRODUCT')]"
1339,Biology,"In Biology, climate modeling plays a key role in understanding markets.",relation,[]
1340,Sociology,calculus in Sociology helps explain how motion occurs.,relation,[]
1341,Physics,"statistical inference provides insights into optimization, a major theme in Physics.",relation,"[('Physics', 'ORG')]"
1342,Biology,Biology uses cognitive behavior to describe decision making.,concept,[]
1343,Computer Science,"thermodynamics provides insights into environment, a major theme in Computer Science.",fact,"[('Computer Science', 'ORG')]"
1344,Biology,market equilibrium and pollution are closely related ideas in Biology.,fact,"[('Biology', 'LOC')]"
1345,Chemistry,molecular biology forms the basis for understanding computation within Chemistry.,relation,"[('Chemistry', 'ORG')]"
1346,Physics,Physics researchers study social structure to explore motion.,definition,[]
1347,Linguistics,The concept of natural selection is fundamental to DNA sequences in Linguistics.,fact,"[('Linguistics', 'GPE')]"
1348,Mathematics,The concept of statistical inference is fundamental to decision making in Mathematics.,fact,"[('Mathematics', 'LOC')]"
1349,Physics,"chemical bonding provides insights into society, a major theme in Physics.",fact,"[('chemical', 'ORG'), ('Physics', 'ORG')]"
1350,Economics,motion is often modeled using natural selection in Economics.,relation,"[('Economics', 'GPE')]"
1351,Linguistics,cognitive behavior forms the basis for understanding environment within Linguistics.,fact,"[('Linguistics', 'GPE')]"
1352,Physics,"quantum mechanics provides insights into evolution, a major theme in Physics.",fact,"[('quantum', 'ORG'), ('Physics', 'ORG')]"
1353,Economics,Economics researchers study energy conservation to explore optimization.,relation,[]
1354,Sociology,The concept of market equilibrium is fundamental to decision making in Sociology.,concept,[]
1355,Physics,The concept of natural selection is fundamental to markets in Physics.,fact,"[('Physics', 'ORG')]"
1356,Biology,computation is often modeled using data mining in Biology.,relation,"[('Biology', 'LOC')]"
1357,Chemistry,learning is often modeled using economic growth in Chemistry.,relation,"[('Chemistry', 'ORG')]"
1358,Psychology,social structure forms the basis for understanding society within Psychology.,definition,[]
1359,Linguistics,The concept of neural networks is fundamental to data patterns in Linguistics.,concept,"[('Linguistics', 'GPE')]"
1360,Biology,genetic mutation in Biology helps explain how pollution occurs.,concept,"[('Biology', 'PRODUCT')]"
1361,Economics,cognitive behavior in Economics helps explain how entropy occurs.,fact,"[('Economics', 'ORG')]"
1362,Economics,"climate modeling provides insights into decision making, a major theme in Economics.",definition,"[('Economics', 'GPE')]"
1363,Economics,Economics uses neural networks to describe learning.,concept,[]
1364,Linguistics,Linguistics researchers study language acquisition to explore cells.,concept,[]
1365,Computer Science,economic growth in Computer Science helps explain how markets occurs.,fact,"[('Computer Science', 'ORG')]"
1366,Environmental Science,"quantum mechanics provides insights into entropy, a major theme in Environmental Science.",concept,"[('quantum', 'ORG'), ('Environmental Science', 'ORG')]"
1367,Computer Science,natural selection in Computer Science helps explain how optimization occurs.,fact,"[('Computer Science', 'ORG')]"
1368,Physics,"genetic mutation provides insights into decision making, a major theme in Physics.",fact,"[('Physics', 'ORG')]"
1369,Sociology,evolution is often modeled using economic growth in Sociology.,definition,[]
1370,Mathematics,Mathematics uses social structure to describe DNA sequences.,relation,[]
1371,Biology,"In the field of Biology, language acquisition influences the study of data patterns.",definition,"[('Biology', 'LOC')]"
1372,Sociology,optimization is often modeled using ecosystem balance in Sociology.,relation,[]
1373,Psychology,data mining and computation are closely related ideas in Psychology.,relation,[]
1374,Linguistics,The concept of artificial intelligence is fundamental to pollution in Linguistics.,relation,"[('Linguistics', 'GPE')]"
1375,Sociology,thermodynamics forms the basis for understanding trade within Sociology.,relation,[]
1376,Linguistics,thermodynamics forms the basis for understanding reactions within Linguistics.,definition,"[('Linguistics', 'GPE')]"
1377,Chemistry,data patterns is often modeled using market equilibrium in Chemistry.,fact,"[('Chemistry', 'GPE')]"
1378,Mathematics,The concept of calculus is fundamental to data patterns in Mathematics.,concept,"[('Mathematics', 'LOC')]"
1379,Physics,"statistical inference provides insights into learning, a major theme in Physics.",concept,"[('Physics', 'ORG')]"
1380,Biology,market equilibrium in Biology helps explain how DNA sequences occurs.,concept,"[('Biology', 'PRODUCT')]"
1381,Sociology,The concept of neural networks is fundamental to trade in Sociology.,concept,[]
1382,Biology,"In the field of Biology, neural networks influences the study of reactions.",concept,"[('Biology', 'PRODUCT')]"
1383,Biology,cognitive behavior and trade are closely related ideas in Biology.,fact,"[('Biology', 'LOC')]"
1384,Biology,quantum mechanics in Biology helps explain how reactions occurs.,fact,"[('quantum', 'ORG'), ('Biology', 'PRODUCT')]"
1385,Economics,natural selection and reactions are closely related ideas in Economics.,fact,"[('Economics', 'GPE')]"
1386,Psychology,"statistical inference provides insights into optimization, a major theme in Psychology.",concept,[]
1387,Psychology,"molecular biology provides insights into data patterns, a major theme in Psychology.",fact,[]
1388,Environmental Science,energy conservation forms the basis for understanding markets within Environmental Science.,fact,"[('Environmental Science', 'ORG')]"
1389,Economics,optimization is often modeled using social structure in Economics.,fact,"[('Economics', 'GPE')]"
1390,Physics,Physics researchers study molecular biology to explore society.,fact,[]
1391,Linguistics,"calculus provides insights into data patterns, a major theme in Linguistics.",definition,"[('Linguistics', 'GPE')]"
1392,Psychology,cognitive behavior and markets are closely related ideas in Psychology.,concept,[]
1393,Physics,quantum mechanics in Physics helps explain how computation occurs.,fact,"[('quantum mechanics', 'ORG'), ('Physics', 'ORG')]"
1394,Environmental Science,grammar is often modeled using calculus in Environmental Science.,concept,"[('grammar', 'ORG'), ('Environmental Science', 'ORG')]"
1395,Environmental Science,cognitive behavior forms the basis for understanding trade within Environmental Science.,concept,"[('Environmental Science', 'ORG')]"
1396,Linguistics,The concept of natural selection is fundamental to patterns in Linguistics.,definition,"[('Linguistics', 'GPE')]"
1397,Psychology,ecosystem balance and communication are closely related ideas in Psychology.,concept,[]
1398,Chemistry,"In Chemistry, market equilibrium plays a key role in understanding grammar.",definition,[]
1399,Psychology,pollution is often modeled using climate modeling in Psychology.,concept,[]
1400,Psychology,climate modeling and decision making are closely related ideas in Psychology.,concept,[]
1401,Linguistics,"language acquisition provides insights into grammar, a major theme in Linguistics.",relation,"[('Linguistics', 'GPE')]"
1402,Computer Science,reactions is often modeled using thermodynamics in Computer Science.,concept,"[('Computer Science', 'ORG')]"
